data_id, sku_id, title
561037407213, 3676094339889, Leonor Greyl 蜂胶洗发露 
568902328323, 4611686587329716227, Aussie袋鼠洗发水300ml*2+发膜250ml奇迹水润头发蓬松柔顺套装女 
587468124016, 4168957822760, COCOESSENCE/遇见香芬 桃花蜜语润泽修护洗发露 
13994723839, 4611686032422111743, 法贝儿小粉瓶洗发护发二合一儿童洗发水 男女宝宝温和柔顺洗发露 
573821318907, 4163512695471, George caroll/乔治卡罗尔 卓亚-黑金男士香水洗发水 
581841772351, 3897324668590, 霸王 女士防脱洗发液 
580436107314, 3862605364207, PAHKEN/帕克 经典丝滑洗发乳+护发素+沐浴露 
592633985729, 4325034522270, 阿芙生姜头皮洗发露护发乳500ml 洗发水护发素控油无硅油干枯毛躁 
549054309858, 3335330792307, botanist 植物性头皮护理洗发水 
564664362166, 3568334284967, 熊野油脂 马油洗发水 
549039210467, 3807635292614, ESTANDARD 玫瑰精油洗发水 
43501479005, 3747314940558, 杜兰轩尼丝 淘米水洗发米桨 
552766914131, 4611686571194302035, 施华蔻斐丝丽紫玉兰烫染修护洗发水护发素680ml正品香氛洗护 
595774864732, 4611686614202252636, 韩国formula of beauty美丽艾拉无硅油洗发水柔顺 玛咖珑网红套装 
581623895674, 3887042161436, 力士洗发水露液洗头膏护发素沐浴乳露家庭套装持久留香旗舰男女士 
580836477689, 3896163308294, 雨洁 去屑控油洗发露 
578175107897, 4189106495890, RAUSCH/路丝 柳皮滋养护理洗发露 
578084396059, 3996300050660, KAN KI ROU/柑气楼 柑橘滋养洗发露 
573598996688, 3914220870708, RYO/吕 吕滋养韧发密集强韧洗发水 （油性头皮） 
42890295723, 3890709234278, 发雅丝 防脱育发洗发露 
592630386220, 4611686611057774124, 韵の堂 淘米水臻萃养发系列 
557242607924, 3996739677324, 澳宝 香氛洗发精华乳(燕窝水润盈动) 
556938115732, 4611686575365503636, 日本资生堂玛馨妮洗发水露护发素套装女450ml*2柔顺香水型 
567695916083, 3706810737619, Beaver/博柔 樱花菁华洗发露 
574049004644, 4116167004810, 理发师 直发垂坠顺滑亮泽洗发水 
570118787451, 4611686588546175355, 植观氨基酸洗发水沐浴露液二合一儿童洗发水小孩宝宝婴儿洗护2合1 
575629900214, 3811039945755, Neutrogena/露得清 修复受损发质洗发露 
589177542882, 4022700232335, 台湾进口小猪佩奇儿童宝宝止痒洗发水天然温和滋润沐浴露套装无泪 
570282578024, 4156830090020, BEE＆FLOWER/蜂花 无硅洗发露750ml 
562109326465, 4012262547460, SOVYA/索薇娅 白茶去屑控油洗发水 
547991432009, 3995828874899, Alpecin C1阿佩辛咖啡因防脱洗发水 
574974516209, 4125412894381, HAIR RECIPE/发の食谱 Hair Recipe发之食谱扁桃仁柔顺洗发水润发乳 
551889349838, 3866550373587, DOMELAY/朵美莱 洗发水+护发素 
568900216432, 4611686587327604336, Aussie白袋鼠修护洗发水300ml+护发素250ml干枯烫染受损改善毛躁 
14890335725, 60552881890, oba/欧芭 48H高营养洗发乳霜A11 
42285258497, 3742806608335, A’Gensn/安安金纯 薰衣草黑亮倍柔洗发露 
556822218137, 3447809845807, 资生堂玛馨妮旅行装洗发水浴液套装50ml*3护发素沐浴露小样女便携 
578865204801, 4012215146605, SCENT LIBRARY/气味图书馆 香氛洗发露（凉白开香型） 
584698084696, 3957216869517, RYO/吕 极蔘润黑补发洗发液 
591031352015, 4229046522243, 乔治卡罗尔男士洗发水沐浴露套装古龙持久留香控油去屑膏洗浴组合 
577227033337, 4316555402369, 清扬 男士洗发套装 活力运动薄荷 500g*3+200g 
572510442136, 4611686590937830040, 海飞丝洗发水 去屑洗发露丝质柔滑型700ml*2+补充装200ml 
586899463269, 4611686605326851173, 【态度瓶】施华蔻羊绒脂烫染修护洗发水露护发洗头膏洗护套装1.2L 
559819218955, 4611686578246606859, 施华蔻恒时珍粹欧米茄修护洗发水护发素洗护套装滋养干枯500ml 
38126335664, 3664303654746, 阿道夫 祛屑止痒洗发水+护发素+沐浴露 
559965414916, 4310836238616, 阿道夫 茶麸无硅油洗发水(控油清盈) 
539914168206, 3644976435460, REJOICE/飘柔 滋润去屑洗发露 
566076098274, 3594635693777, 潘婷洗护套装白金双管家族无硅油洗发水护发素修护女300ml+300ml 
575956979801, 4152516554573, 海飞丝洗发水1000ml正品套装丝质柔滑去屑止痒旗舰店官方旗舰男女 
571171205774, 4611686589598593678, 【官方正品】紫吕洗发水护发乳滋养韧发强韧(油性)3件套装400ml*3 
586163824305, 3981157268428, 海飞丝洗发水男女士丝质柔滑型去屑止痒清爽控油型旗舰店官方旗舰 
589608466464, 4611686608035854368, 【官方正品】红吕修护损伤蓬松洗护套装 400ml洗发水+200ml护发乳 
583653174201, 3930958961066, 海飞丝洗发水丝质柔滑致美水润80ml*2瓶+致美水润80ml护发素套装 
569965635301, 4074554778599, 海飞丝丝质柔滑洗发水男女士去屑止痒家庭洗发露700ml/930ml正品 
521059076007, 3527851574839, L＇oreal/欧莱雅 多效修复洗发露 
575673690827, 3947812027451, L'OREAL /欧莱雅 奇焕精油洗发露(奇焕奢卷) 
562120899144, 3692223351447, 【直营】The body shop/美体小铺 香蕉洗发水400ml 
543213775588, 3431845630500, 熊野油脂 无硅马油洗发水 
563675773364, 3553019784538, CLEAR/清扬 润养去屑洗发露 
22522371200, 56312157812, 【屈臣氏】 施华蔻水凝胶原修护洗发露600mlx2件 补水滋养保湿 
