data_id, sku_id, title
547768580536, 3447370104704, 睿嫣润膏 舒盈滋养洗发水 
13292465516, 3831467545938, 资生堂洗发水套装 丝蓓绮奢耀柔艳洗发水750ml*3瓶 滋润柔顺 
557893817997, 3981511273600, 丝蕴 syoss洗发水露护发素套装家庭洗头膏液改善毛躁香味男女通用 
567474133114, 4611686585901521018, 丰添Foltene女用防掉发洗发水护发素套装头发营养液 
570279112917, 3845411695598, 润丝丹 植物生姜洗发水 
13621061979, 4288810871282, TSUBAKI/丝蓓绮 奢耀柔艳洗发露 
551960359529, 3866524597245, DOMELAY/朵美莱 洗发+护发+沐浴 
573363408181, 3895908365396, 云南白药 小养生姜洗发露(强根健发) 
567053361074, 3774379474553, Aesop伊索 均衡洗发露 500mL 
558605804431, 3640665538285, Moist Diane/黛丝恩 摩洛哥油洗发水 头皮养护丰盈型 
522165331510, 4086036682394, 隆力奇 新活力去屑洗发水（清爽控油型） 
595812371944, 4301449250015, 正品满婷除螨洗发水男女去屑止痒控油去螨虫头螨头皮屑神器洗头膏 
577314034646, 4004212716185, CARDISS CSA01 
569990736588, 4071793721334, 依风 无硅油生姜洗发水 
566321341415, 3596495857254, Revlon/露华浓 生姜精华洗发水 
585822234286, 4140133983137, Kerastase卡诗神仙精油双重菁纯修护液100ml护发神仙金油头发 
574181429959, 4284704498365, MARO 男士洗发水3D立体丰盈型 
586634873195, 3984676860833, SEEYOUNG/滋源 无患子保湿滋养洗头水 
573037095029, 4038393902347, Aussie袋鼠丰盈洗发水300ml+强韧修护发膜250ml 蓬松护理套装女 
596483122853, 4146976841855, 迷迭香除螨洗发水清香去屑止痒控油香味持久留香男女去螨虫洗头膏 
569313624405, 3845313069522, 草方 艾草去屑洗发剂 
587529543557, 4161750374894, The body shop/美体小铺 生姜头皮护理洗发露 
569473356714, 4282833634457, 菲诗小铺持久留香浪漫邂逅沐浴露500ml+洗护套装400ml*2家庭装 
39249042540, 4611686057676430444, 香港正品COCO洗发水沐浴露套装男士女士除屑去痒持久留香家庭装 
532685339875, 4102664786592, 拉芳 轻盈纯净无硅油洗发露 
535595216122, 4232716499736, COCOVEL/蔻露薇 水润蛋白强韧控油洗发乳 
541949776165, 3255728356169, 六神洗发水无硅油薄荷洗发水控油清新爽450ml洗发精净透控油舒爽 
577103656269, 4611686595531044173, 德敏舒儿童专用洗发水宝宝止痒去屑柔顺无硅油3-15女孩6-12岁女童 
593927925797, 4276468922443, 韩国进口RYO吕洗发水红吕绿吕黄棕吕紫吕黑吕多效滋润任选2瓶 
576524508585, 3801122881760, Adidas/阿迪达斯男士沐浴露洗发水洗面奶香体走珠 四合一套装控油 
592601071647, 4611686611028459551, 资生堂专业美发护理道头皮生机洗发水500ML护发素260G洗护套装 
540019993946, 3872525665565, Zooly/卓蓝雅 防脱育发洗发露 
545114735109, 3914306238948, 阿原 柠檬洗发水 
575851713382, 4611686594279101286, 蜂花无硅油生姜健发洗护套装旅行装洗发水护发素套装100ml*2 
544030941813, 3440278563592, Comoos/苏玫氏 强韧焕发调理洗发露 
595115453142, 4298661267683, 氨基酸无硅油香水洗发水护发素持久留香洗护沐乳液膏套装去屑控油 
585252577406, 4066338064758, selsun blue Selsun洗发水 
560464458883, 4058922774675, 好迪 活力水润丝滑洗发水750ml 
581439053446, 4024213232824, 丝蕴无硅水润洗发水护发素套装无硅油护发男女家庭装控油净屑柔顺 
45804017111, 4611686064231405015, SEEYOUNG/滋源 茶籽控油去屑套装(油性头皮适用) 
542328009245, 4611686560755397149, 阿道夫去屑舒爽少年派同款洗发水420ml护发素420ml洗护套装840ml 
549616687040, 3342504121790, L'OREAL /欧莱雅 茶树植萃去屑净油洗发露 
527298603165, 3137874769349, Schwarzkopf/施华蔻 辣木籽净透无硅洗发露 
531977860671, 4611686550405248575, 施华蔻8金纯盈润精油无硅油洗发水护发洗护套装修护毛燥1.4L 
561777628713, 3920776022938, 潘婷 排浊赋能头皮洗发露 
547633771867, 3404871057277, REJOICE/飘柔 净油顺爽微米净透洗发露 
559920865645, 4611686578348253549, 【官方正品】紫吕洗发水滋养韧发强韧洗护套装(中干性)200ml*2 
560117152674, 3499085728932, RYO/吕 吕含光耀护金萃养护洗发水 
559163009022, 3482333268004, 万宁海飞丝洗发水男女士怡神冰凉清爽去屑止痒控油洗头发膏露正品 
561854277898, 3690150295038, 海飞丝 致美水润去屑洗发露 
566343082673, 3761679387748, 海飞丝（Head & Shoulders）幽香馥郁去屑洗发露洗发水750ml/瓶 
41794634655, 73624567957, 海飞丝 去屑洗发露(怡神冰凉型) 
35177735437, 3700024411328, 海飞丝 丝源复活组合头皮净化洗发露530ml 
39270880684, 4611686057698268588, 欧莱雅精油润养洗发水护发素洗护套装1.8L 持久留香 
537840422815, 4611686556267810719, 欧莱雅美发多效修复洗发水修复受损强韧发丝  滋润干枯 改善毛躁 
543286625264, 3268891833060, 日本熊野油脂进口马油无硅油防脱洗发水+护发素洗护套装 2瓶 
582950425912, 4085136454868, 韩国爱敬进口香氛洗发水柔顺持久留香顺滑滋养洗发露600ml*2瓶 
39141332926, 56328794616, L＇oreal/欧莱雅 净化洗发水 
42771295313, 73030006589, L＇oreal/欧莱雅 沙龙洗护油脂平衡洗发水 
549394370884, 3339466168625, 【屈臣氏】施华蔻赋芮深海臻护洗发露400ml 
