data_id, sku_id, title
574201689729, 4611686592629077633, ?美国belli孕妇洗发水孕妇专用洗护怀孕期用品氨基酸深度清洁然天 
19755177906, 61556979709, Schwarzkopf/施华蔻 水漾精华滋养洗发水 
540232513871, 3761922912337, FORSHINE 5/花香5 TPA75-3(H) 
538861946704, 3869649836602, Batiste/碧缇丝 免水洗发喷雾（柔亮金棕） 
575248270931, 4074601130819, HAIR RECIPE/发の食谱 苹果姜滋养修护洗发水280ml 
536707593368, 3203669294598, L’Oreal professionnel/巴黎欧莱雅沙龙专属 丝泉净化洗发水 
567967235110, 3985920315709, Beaver/博柔 摩洛哥油洗发露 
582758552694, 4087377091345, 联合利华力士小晶钻樱花之恋无硅油洗发水+护发精华素套装450ml*2 
577327540920, 3983790979475, PAHKEN/帕克 迷迭香非离子洗发水护发素加沐浴露 
566603826549, 4113868736846, 维特丝 香水香芬柔顺洗发乳 
552573888914, 3758296243410, 霸王育发防脱发生姜洗发水控油增发密发男女姜汁增长液旗舰店官网 
572493188327, 3728586613495, 韩国进口Ryo紫吕洗发水中草药防脱润发固发男女士滋养控油400ml*2 
594093519188, 4289637831385, 日本amino mason氨基酸樱花洗发水护发素限定套装官方正品450ml*2 
42347844375, 70756466629, Shiseido/资生堂 护理道芳氛头皮护理洗发露 
522748652170, 3152853464149, 力士洗发水液露洗头膏护发素沐浴露乳持久留香家庭套装男女士正品 
582196556262, 4134645175295, 徽歌 艾草汁滋润洗发水 
570287483970, 3837419338638, Tesori d’Oriente 水莲花 盈润滋养洗发乳 
545249312013, 4611686563676699917, 贝亲泡沫沐浴露+泡沫洗发精500ml 婴儿洗发沐浴用品IA117 
565555529064, 4276538614696, COCOESSENCE/遇见香芬 男士旷世经典古龙洗发露 
570653853587, 3683265972771, Matin Rosie/玛汀露丝 法国香氛柔顺丝滑洗发乳液 
533908823646, 3271249521649, MAYWUFA/美吾发 玫瑰精油洗发露 
572249712360, 3890177827317, 香馜 香氛洗发乳 
38267220332, 4210630706520, Sivia/仙维娜 橄榄去屑柔顺洗发露 
23957184564, 77664371006, 章光101 101瑞丝防脱香波 
534767220591, 3741891355987, SUKIN 清爽净化洗发水 
575934888395, 4112862540694, 和风雨 柔顺清爽无硅油洗发水 
583276462115, 3923183145340, TriptychOfLune/三谷 悦动牙买加洗发水 
539999358316, 3833122889608, Batiste/碧缇丝 经典洁净免水洗发喷雾 
539336317419, 3231379761464, 六神无硅油洗发水洗发露450mlX2去屑控油清爽男女通用家庭装包邮 
564406747102, 4230616671472, Selsun 去屑洗发水-强效型 
557457645033, 3457237673073, 熊野油脂 沙龙植物洗发水 
585117407751, 3981503592586, 头皮毛囊炎去大块头皮屑药神器硫磺软膏除螨去头螨去屑止痒洗发水 
39947616926, 3867289313640, 资生堂洗护套装 丝蓓绮奢耀柔艳洗发水护发素750ml*2改善暗哑干枯 
587530961617, 4168747287144, 丝路瑰宝 芙缇生姜防脱育发洗发水 
45237724757, 3139730370834, JANESE/珍妮诗 清爽止痒二合一洗发露 
539322097858, 3938582373429, 艾诗沐浴露洗发水套装持久留香无硅油去屑止痒保湿滋润家庭装优雅 
563729351380, 4255759482770, 采乐酮康正品非康王洗发水去屑止痒控油神器男女士旗舰店官方旗舰 
595351333805, 4302322478989, 魔香小苍兰洗发水护发素沐浴露套装女男持久留香家庭装洗护网红款 
536645917443, 3859037461496, 采乐 香水祛屑洗发露 
580737999021, 3870649065315, PAHKEN/帕克 芙缇生姜防脱育发洗发水 
37367825227, 3430146852180, 阿道夫 净澈清爽洗发乳液420ml 
534680353211, 4611686553107741115, 施华蔻斐丝丽雏菊香氛洗发水润发乳清爽男女士官方洗护套装1360ml 
529721739788, 3209321270684, 施华蔻男士洗发水防掉发调理修护针对细弱易掉发质洗发露450ml 
38232631624, 3974979522221, 阿道夫 净澈清爽洗发乳液 
575858525278, 3784138668924, 海飞丝无硅油去屑止痒控油洗发水液露套装洗发膏男女正品450ml*3 
520307050786, 3101489472074, L'OREAL /欧莱雅 透明质酸水润72h洗发露 
545152571565, 3451116562546, 海飞丝 去屑洗发露(怡神冰凉型) 
2850871799, 4033823417915, 海飞丝 去屑洗发露深层洁净型 
583520997166, 4611686601948385070, 【官方正品】蓝吕洗发水护发素男士无硅油去屑洗护套装女400ml*2 
560489824228, 4611686578917212132, 【官方正品】绿吕控油蓬松清爽男士无硅油洗发水组合女清香400g*2 
535919649838, 3662705722930, KERASTASE/卡诗 丝韧焕活洗发水 
558648533760, 4611686577075921664, 【官方旗舰 】卡诗去屑净化洗发水无硅油深层清洁去头屑 
530894058692, 3363234416514, 欧莱雅美发透明质酸水润洗发露套装700ml*2 补水保湿正品 无硅油 
572082701149, 3883924779609, L'OREAL /欧莱雅 奇焕精油洗发露 (奇焕炫亮) 
540832013590, 3244505309921, 海飞丝洗发水/露丝质柔滑洗发膏750ml/700ml/500ml官网旗舰洗发乳 
557313783044, 4611686575741170948, 伊卡璐 Herbalessences洗发水 
589343083369, 4022767280914, 海飞丝 0%硅油 微米净透水润 去屑洗发露 
540717285151, 3243485669060, 日本玉肌进口百年品牌芬芳无硅油洗发水洗发露540ml*2自由搭配 
522605235173, 3111407036619, CLEAR/清扬去屑洗发露新款多效水润养护型750g 去屑滋养洗发水 
40241133980, 63359295167, 清扬洗发水去屑洗发露男士多效水润750+女士多效水润750洗发套装 
